Name,Stream,Career_Path,Skills,Internship_Field,Courses_Completed,Industry,Salary_INR,Experience_Years,Current_Level,Previous_Role,Location,Certifications,Employment_Type,Remote_or_Onsite
Phillip Steele,Computer Science,AI Engineer,"Machine Learning, Python, TensorFlow",AI Engineer,Udemy,Healthcare,1227854,14,Intern,Trainee,Delhi,AWS,Freelance,Remote
Joel Smith,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,LinkedIn Learning,Education,467455,7,Senior,Intern,Chennai,,Full-Time,Remote
Benjamin Bowman,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Udemy,Healthcare,1440174,9,Junior,Intern,Kochi,Google Analytics,Internship,Remote
Anita Miller,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,LinkedIn Learning,Construction,287648,2,Senior,Student,Pune,Cisco,Internship,Onsite
Amanda Duncan,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Udemy,Manufacturing,1548154,4,Senior,Trainee,Hyderabad,AWS,Internship,Hybrid
Laura Martinez,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,IBM Certification,Healthcare,414459,10,Senior,Student,Coimbatore,CompTIA Security+,Internship,Hybrid
Dustin Edwards,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,Udemy,Healthcare,1682660,4,Mid-Level,Intern,Visakhapatnam,Microsoft,Full-Time,Remote
Danielle Grant,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,IBM Certification,Automobile,2064170,8,Senior,Intern,Kochi,CompTIA Security+,Internship,Onsite
Kelly Lawson,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Udemy,Media,2205376,12,Intern,Student,Hyderabad,Microsoft,Internship,Onsite
David Moore,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Coursera,Education,2018483,9,Intern,Student,Kochi,Google Analytics,Full-Time,Hybrid
Brandon Wilson,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,NPTEL,Marine,1739295,10,Intern,Junior Associate,Kochi,Cisco,Freelance,Hybrid
Nancy Gonzales,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Coursera,Education,1504258,10,Senior,Student,Coimbatore,AWS,Freelance,Onsite
Bryce Kelly,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,Google Certification,Construction,1118528,5,Junior,Student,Visakhapatnam,CompTIA Security+,Full-Time,Hybrid
Michael Nguyen,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,NPTEL,Finance,2083548,10,Junior,Student,Visakhapatnam,Google Analytics,Freelance,Remote
Sarah Barajas,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,NPTEL,Agriculture,1167211,12,Mid-Level,Trainee,Mumbai,Microsoft,Contract,Hybrid
Elizabeth Jackson,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Coursera,Marine,1059934,4,Mid-Level,Trainee,Bangalore,CompTIA Security+,Full-Time,Hybrid
Jacqueline Raymond,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,Skillshare,Marine,2163376,2,Mid-Level,Student,Mumbai,CompTIA Security+,Internship,Remote
Derek Day,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Coursera,Marine,2379893,15,Intern,Intern,Hyderabad,Cisco,Internship,Remote
Richard Conway,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Udemy,Agriculture,1320428,0,Intern,Trainee,Bangalore,AWS,Contract,Onsite
Wendy Chang,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,LinkedIn Learning,Automobile,663282,9,Junior,Intern,Coimbatore,AWS,Full-Time,Hybrid
Diane Pratt,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Google Certification,Healthcare,1552705,15,Mid-Level,Junior Associate,Coimbatore,,Contract,Remote
Meagan Jones,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,IBM Certification,Construction,1912519,12,Intern,Intern,Mumbai,CompTIA Security+,Freelance,Hybrid
Jennifer Jones,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Udemy,Media,760148,0,Mid-Level,Junior Associate,Bangalore,AWS,Contract,Remote
Elizabeth Fitzgerald,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,IBM Certification,Automobile,617674,8,Senior,Intern,Kochi,Google Analytics,Full-Time,Remote
Thomas Cook,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Coursera,Manufacturing,2468297,6,Intern,Junior Associate,Hyderabad,Google Analytics,Full-Time,Onsite
Christopher Cross,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Coursera,Marine,274055,2,Mid-Level,Trainee,Visakhapatnam,Cisco,Contract,Remote
Caleb Salazar,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Google Certification,Construction,2093036,6,Intern,Trainee,Delhi,Cisco,Freelance,Remote
Patrick Edwards,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Udemy,Education,874972,2,Mid-Level,Trainee,Hyderabad,Google Analytics,Internship,Remote
Holly Fisher,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Coursera,IT,2357078,12,Junior,Junior Associate,Mumbai,Google Analytics,Internship,Hybrid
Alexandra Smith,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,IBM Certification,Healthcare,258744,6,Mid-Level,Trainee,Bangalore,Cisco,Contract,Hybrid
Lisa Avila,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,Google Certification,Agriculture,2442408,11,Mid-Level,Trainee,Pune,,Freelance,Hybrid
Joseph Cook,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,Udemy,IT,932678,13,Senior,Student,Visakhapatnam,Google Analytics,Internship,Onsite
Christina Day,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,LinkedIn Learning,Finance,607754,9,Mid-Level,Junior Associate,Visakhapatnam,CompTIA Security+,Full-Time,Remote
Summer Mcfarland,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,IBM Certification,Manufacturing,2001763,9,Senior,Trainee,Visakhapatnam,AWS,Freelance,Onsite
Joshua Sullivan,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,NPTEL,Agriculture,1038558,13,Mid-Level,Trainee,Hyderabad,AWS,Contract,Onsite
Christopher Tran,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Skillshare,Education,1778050,13,Junior,Student,Bangalore,CompTIA Security+,Full-Time,Remote
Nathaniel Williams,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,LinkedIn Learning,Automobile,1851149,0,Mid-Level,Student,Delhi,Microsoft,Contract,Hybrid
Michael Cooper,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,IBM Certification,Manufacturing,978302,9,Intern,Junior Associate,Hyderabad,CompTIA Security+,Internship,Onsite
Caleb Robinson,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,Skillshare,Healthcare,2037337,12,Mid-Level,Intern,Hyderabad,Google Analytics,Freelance,Onsite
Nathaniel Thornton,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,Skillshare,Finance,885535,13,Junior,Trainee,Hyderabad,CompTIA Security+,Contract,Remote
Jorge Tucker,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,NPTEL,Finance,884911,11,Mid-Level,Student,Coimbatore,Microsoft,Internship,Onsite
Jeanette Phillips,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Skillshare,Healthcare,1785671,10,Mid-Level,Trainee,Mumbai,Cisco,Full-Time,Onsite
Elizabeth Thomas,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,LinkedIn Learning,Education,1002171,13,Intern,Student,Hyderabad,Google Analytics,Contract,Remote
Karen Riley,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Udemy,Manufacturing,1193113,11,Senior,Student,Hyderabad,Microsoft,Internship,Onsite
Daniel Mcclain,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,LinkedIn Learning,Manufacturing,2375380,1,Junior,Student,Mumbai,Cisco,Full-Time,Remote
Christopher Matthews,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,NPTEL,Marine,652932,9,Mid-Level,Trainee,Chennai,AWS,Full-Time,Remote
Tami Rodriguez,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,IBM Certification,Manufacturing,2290659,5,Intern,Student,Visakhapatnam,Google Analytics,Freelance,Onsite
Charles Carter,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,IBM Certification,Media,606853,5,Junior,Student,Chennai,,Full-Time,Remote
Brandon George,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,LinkedIn Learning,IT,886855,1,Senior,Student,Bangalore,Microsoft,Freelance,Onsite
Shelby Martinez,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Udemy,Media,1516755,8,Intern,Student,Bangalore,AWS,Freelance,Hybrid
Makayla Pham,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Skillshare,IT,1106397,8,Senior,Intern,Coimbatore,Google Analytics,Contract,Onsite
Raymond Holland,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,IBM Certification,IT,1107282,15,Intern,Junior Associate,Kochi,,Full-Time,Hybrid
Miguel Fields,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Skillshare,Finance,1092744,5,Junior,Junior Associate,Visakhapatnam,CompTIA Security+,Internship,Remote
Lindsay Ross,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Skillshare,Finance,650272,6,Intern,Trainee,Bangalore,Google Analytics,Contract,Hybrid
Gerald Lynn,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,IBM Certification,Finance,1592440,4,Intern,Intern,Kochi,Google Analytics,Full-Time,Onsite
Marie Lewis,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Google Certification,Marine,572785,5,Senior,Intern,Hyderabad,Google Analytics,Contract,Remote
Terri Park,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,Skillshare,Automobile,1175248,9,Senior,Student,Pune,Cisco,Full-Time,Remote
Sandra Garcia,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Coursera,Marine,982388,7,Intern,Intern,Kochi,CompTIA Security+,Contract,Hybrid
Walter Perez,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Udemy,Finance,2416074,15,Mid-Level,Student,Chennai,Microsoft,Internship,Onsite
Stephanie Clark,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,LinkedIn Learning,Education,2292635,10,Junior,Student,Bangalore,Microsoft,Internship,Remote
Tanya Bailey,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Coursera,Finance,1519905,8,Mid-Level,Trainee,Hyderabad,,Full-Time,Remote
Scott Jackson,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,IBM Certification,Automobile,1074983,1,Intern,Junior Associate,Chennai,AWS,Freelance,Onsite
Bruce Lucas,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,LinkedIn Learning,IT,915786,10,Intern,Intern,Bangalore,CompTIA Security+,Full-Time,Hybrid
Angela Sullivan,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,Google Certification,Healthcare,808615,3,Senior,Junior Associate,Visakhapatnam,Google Analytics,Full-Time,Remote
Christine Jones,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Udemy,Education,447157,15,Junior,Intern,Hyderabad,Google Analytics,Full-Time,Hybrid
Eric Martin,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Coursera,Education,2375612,8,Intern,Intern,Chennai,Cisco,Internship,Remote
James Contreras,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,NPTEL,Finance,1785987,3,Mid-Level,Trainee,Hyderabad,CompTIA Security+,Internship,Hybrid
Briana Villanueva,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Udemy,Agriculture,1978098,12,Mid-Level,Junior Associate,Mumbai,Cisco,Contract,Hybrid
Aaron Farley,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,LinkedIn Learning,Automobile,1715550,9,Mid-Level,Student,Bangalore,AWS,Internship,Remote
James Cruz,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Google Certification,Healthcare,2337611,7,Mid-Level,Trainee,Delhi,Google Analytics,Freelance,Remote
Tammy Oconnell,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,NPTEL,Automobile,487400,6,Senior,Intern,Mumbai,Microsoft,Full-Time,Remote
Jennifer Nunez,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,IBM Certification,Automobile,540361,14,Senior,Student,Visakhapatnam,Cisco,Contract,Hybrid
Jennifer Adams,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,Google Certification,IT,809834,3,Junior,Intern,Pune,CompTIA Security+,Full-Time,Hybrid
Joy Koch,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,LinkedIn Learning,Healthcare,376969,9,Mid-Level,Junior Associate,Visakhapatnam,Cisco,Internship,Onsite
Taylor Patton,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,LinkedIn Learning,Construction,2151012,12,Senior,Intern,Kochi,,Freelance,Hybrid
Brandy Webb,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,IBM Certification,Construction,1581122,6,Junior,Trainee,Delhi,Cisco,Contract,Remote
James Miles,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Udemy,Education,372650,4,Mid-Level,Student,Bangalore,,Freelance,Hybrid
Nathan Carter,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,NPTEL,Agriculture,1113012,11,Junior,Junior Associate,Chennai,,Full-Time,Onsite
Michael Franco,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,IBM Certification,Marine,2402707,6,Junior,Intern,Mumbai,CompTIA Security+,Full-Time,Hybrid
George Hubbard,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Google Certification,Automobile,1806094,5,Intern,Trainee,Mumbai,AWS,Freelance,Hybrid
Jason Freeman,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,NPTEL,Marine,2265741,14,Senior,Trainee,Pune,Microsoft,Contract,Remote
Brad Johnson,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,IBM Certification,Manufacturing,810115,4,Senior,Trainee,Mumbai,Microsoft,Internship,Remote
Joshua Ross,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Coursera,Manufacturing,1783095,10,Junior,Student,Delhi,AWS,Contract,Hybrid
Kristin Cook,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,IBM Certification,Education,1720249,3,Senior,Junior Associate,Visakhapatnam,,Freelance,Hybrid
Matthew Gates,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,LinkedIn Learning,Media,831870,1,Junior,Student,Coimbatore,Microsoft,Contract,Hybrid
Benjamin Clarke,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Udemy,Media,842994,13,Intern,Intern,Bangalore,Google Analytics,Full-Time,Hybrid
Amy Parsons,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,NPTEL,Education,483829,8,Junior,Trainee,Mumbai,Microsoft,Contract,Onsite
Natalie Cooley,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,NPTEL,Automobile,934885,7,Mid-Level,Student,Kochi,CompTIA Security+,Internship,Hybrid
Laura Garza,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,LinkedIn Learning,Agriculture,2308413,11,Intern,Trainee,Bangalore,,Contract,Remote
Lisa Phillips,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,IBM Certification,Construction,548650,7,Mid-Level,Junior Associate,Visakhapatnam,AWS,Freelance,Remote
Christina Walls,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,NPTEL,Education,504811,9,Mid-Level,Student,Visakhapatnam,Google Analytics,Internship,Hybrid
Jason Roth,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,IBM Certification,Media,383449,12,Senior,Student,Mumbai,,Full-Time,Remote
Shannon Richmond,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Coursera,IT,853165,2,Mid-Level,Trainee,Kochi,,Contract,Onsite
Craig Weber,Electronics and Communication,VLSI Engineer,"Verilog, VHDL, Circuit Design",VLSI Engineer,Skillshare,Construction,1836836,1,Intern,Intern,Visakhapatnam,CompTIA Security+,Freelance,Remote
Mary Nicholson,Electronics and Communication,Embedded Engineer,"Arduino, C, Microcontrollers",Embedded Engineer,Udemy,Construction,1207974,15,Mid-Level,Junior Associate,Mumbai,Microsoft,Internship,Onsite
Joseph Farmer,Electronics and Communication,IoT Developer,"Sensors, Python, ESP32",IoT Developer,LinkedIn Learning,Automobile,260222,15,Senior,Trainee,Bangalore,CompTIA Security+,Freelance,Hybrid
